aluno_id,nome_completo,genero,data_nascimento,curso_id,departamento,ano_matricula,estatuto,email_institucional,nacionalidade,regime
A00577,André Moreira,F,1993-06-08,MEC,DETI,2020,Ativo,a00577@ua.pt,Portugal,Ordinário
A00578,Inês Oliveira,F,1999-09-09,LGT,DEGEIT,2022,Concluído,a00578@ua.pt,Portugal,Ordinário
A00579,Sofia Oliveira,M,1995-11-21,MIEEC,DETI,2020,Ativo,a00579@ua.pt,Portugal,Ordinário
A00580,Matilde Cardoso,M,1998-11-13,LEB,DBIO,2021,Ativo,a00580@ua.pt,Portugal,Ordinário
A00581,Sofia Monteiro,M,2005-05-11,MFIN,DEGEIT,2020,Ativo,a00581@ua.pt,Portugal,Ordinário
A00582,Beatriz Neves,F,2007-04-07,MDS,DETI,2023,Ativo,a00582@ua.pt,Brasil,Ordinário
A00583,Beatriz Oliveira,M,1991-01-03,LT,DEGEIT,2022,Ativo,a00583@ua.pt,Portugal,Ordinário
A00584,Carolina Silva,F,1995-06-15,LEM,DEGEIT,2021,Concluído,a00584@ua.pt,Portugal,Ordinário
A00585,Matilde Rocha,M,2000-07-26,LMAT,DMAT,2019,Ativo,a00585@ua.pt,Portugal,Ordinário
A00586,Filipa Silva,M,2003-12-22,LF,DF,2021,Ativo,a00586@ua.pt,Portugal,Trabalhador-Estudante
A00587,Afonso Neves,M,1993-10-27,MIEEC,DETI,2020,Ativo,a00587@ua.pt,Portugal,Ordinário
A00588,Filipa Gonçalves,F,1998-09-19,LEI,DETI,2022,Ativo,a00588@ua.pt,Brasil,Ordinário
A00589,Tiago Fernandes,F,1998-07-16,MMKT,DEGEIT,2025,Desistência,a00589@ua.pt,Portugal,Ordinário
A00590,Catarina Silva,F,1994-06-18,LGT,DEGEIT,2025,Desistência,a00590@ua.pt,Portugal,Trabalhador-Estudante
A00591,Ana Gonçalves,M,2000-12-27,LMAT,DMAT,2024,Ativo,a00591@ua.pt,Portugal,Ordinário
A00592,Rodrigo Jesus,F,2001-03-30,LMAT,DMAT,2022,Concluído,a00592@ua.pt,Brasil,Trabalhador-Estudante
A00593,André Oliveira,M,1995-01-22,LEI,DETI,2021,Ativo,a00593@ua.pt,Portugal,Ordinário
A00594,Carolina Neves,M,1995-05-24,LQ,DQ,2021,Ativo,a00594@ua.pt,Portugal,Ordinário
A00595,Pedro Oliveira,F,2003-01-12,LEB,DBIO,2025,Ativo,a00595@ua.pt,Portugal,Ordinário
A00596,Tomás Costa,M,2007-04-10,LT,DEGEIT,2021,Ativo,a00596@ua.pt,Portugal,Ordinário
A00597,Miguel Monteiro,F,1997-02-14,LEM,DEGEIT,2021,Ativo,a00597@ua.pt,Cabo Verde,Ordinário
A00598,Rita Silva,F,2007-06-23,LF,DF,2021,Ativo,a00598@ua.pt,Portugal,Ordinário
A00599,Ana Gonçalves,F,2003-05-18,LF,DF,2022,Ativo,a00599@ua.pt,Portugal,Ordinário
A00600,André Almeida,M,2005-12-20,LT,DEGEIT,2023,Ativo,a00600@ua.pt,Portugal,Ordinário
A00601,Sofia Martins,F,1999-03-02,LQ,DQ,2019,Concluído,a00601@ua.pt,Portugal,Internacional
A00602,Leonor Fernandes,F,1993-12-21,LEB,DBIO,2024,Concluído,a00602@ua.pt,Brasil,Trabalhador-Estudante
A00603,André Fernandes,M,2007-05-30,MFIN,DEGEIT,2020,Ativo,a00603@ua.pt,Portugal,Trabalhador-Estudante
A00604,João Martins,F,2000-02-17,MIEEC,DETI,2024,Concluído,a00604@ua.pt,Portugal,Ordinário
A00605,Diogo Vieira,M,2001-07-30,MIEEC,DETI,2020,Ativo,a00605@ua.pt,Brasil,Ordinário
A00606,João Cardoso,M,1993-09-25,LMAT,DMAT,2024,Ativo,a00606@ua.pt,Angola,Ordinário
A00607,Tomás Rocha,F,2006-03-17,MED,DEP,2025,Ativo,a00607@ua.pt,Portugal,Ordinário
A00608,Afonso Rodrigues,F,1994-01-05,MED,DEP,2024,Ativo,a00608@ua.pt,Brasil,Ordinário
A00609,Afonso Moreira,F,2006-02-10,MEC,DETI,2021,Ativo,a00609@ua.pt,Portugal,Ordinário
A00610,Rita Fernandes,F,1998-06-30,MMKT,DEGEIT,2023,Ativo,a00610@ua.pt,Portugal,Ordinário
A00611,João Monteiro,F,1993-03-30,LT,DEGEIT,2021,Concluído,a00611@ua.pt,Portugal,Ordinário
A00612,Inês Rodrigues,M,2004-01-19,MED,DEP,2021,Ativo,a00612@ua.pt,Portugal,Ordinário
A00613,Ana Neves,M,2001-02-28,LEI,DETI,2025,Ativo,a00613@ua.pt,Brasil,Ordinário
A00614,Mariana Silva,M,1999-03-14,MTR,DLC,2024,Ativo,a00614@ua.pt,Portugal,Ordinário
A00615,Beatriz Santos,F,1994-02-23,LEB,DBIO,2021,Ativo,a00615@ua.pt,Portugal,Ordinário
A00616,Rita Costa,M,1991-12-20,LMAT,DMAT,2020,Ativo,a00616@ua.pt,Portugal,Ordinário
A00617,Maria Sousa,M,2006-10-22,LPE,DEP,2023,Desistência,a00617@ua.pt,Portugal,Trabalhador-Estudante
A00618,Inês Pereira,M,2002-05-07,LGT,DEGEIT,2020,Ativo,a00618@ua.pt,Portugal,Ordinário
A00619,Tiago Correia,F,2005-08-10,MFIN,DEGEIT,2022,Ativo,a00619@ua.pt,Portugal,Ordinário
A00620,Miguel Jesus,M,2006-03-29,LGT,DEGEIT,2022,Ativo,a00620@ua.pt,Portugal,Internacional
A00621,Rodrigo Almeida,F,2003-10-12,MDS,DETI,2025,Ativo,a00621@ua.pt,Portugal,Ordinário
A00622,Diogo Pereira,M,1994-05-05,LQ,DQ,2019,Ativo,a00622@ua.pt,Portugal,Ordinário
A00623,Rodrigo Rodrigues,M,1991-01-08,MFIN,DEGEIT,2023,Ativo,a00623@ua.pt,Portugal,Ordinário
A00624,Gonçalo Rocha,M,2007-09-22,LMAT,DMAT,2020,Ativo,a00624@ua.pt,Portugal,Ordinário
A00625,Pedro Fernandes,M,1998-11-19,MEC,DETI,2019,Concluído,a00625@ua.pt,Brasil,Trabalhador-Estudante
A00626,Leonor Oliveira,M,2007-11-19,MTR,DLC,2020,Ativo,a00626@ua.pt,Portugal,Trabalhador-Estudante
A00627,João Cardoso,M,2007-08-02,MEC,DETI,2024,Concluído,a00627@ua.pt,Portugal,Ordinário
A00628,Beatriz Ferreira,F,1994-09-03,MEC,DETI,2023,Concluído,a00628@ua.pt,Cabo Verde,Ordinário
A00629,Tomás Neves,M,1998-06-01,LEI,DETI,2025,Concluído,a00629@ua.pt,Portugal,Ordinário
A00630,Maria Almeida,M,2005-12-03,LMAT,DMAT,2020,Ativo,a00630@ua.pt,Brasil,Ordinário
A00631,Beatriz Santos,F,2001-10-11,LMAT,DMAT,2023,Ativo,a00631@ua.pt,Portugal,Trabalhador-Estudante
A00632,Inês Rodrigues,F,2007-12-03,MED,DEP,2025,Concluído,a00632@ua.pt,Portugal,Ordinário
A00633,Gonçalo Oliveira,M,1993-03-19,LMAT,DMAT,2020,Concluído,a00633@ua.pt,Portugal,Ordinário
A00634,Filipa Neves,F,1990-02-03,MMKT,DEGEIT,2023,Desistência,a00634@ua.pt,Brasil,Ordinário
A00635,Carolina Rodrigues,F,2001-09-04,MIEEC,DETI,2023,Ativo,a00635@ua.pt,Portugal,Ordinário
A00636,Luís Oliveira,M,2007-05-02,LF,DF,2024,Ativo,a00636@ua.pt,Portugal,Ordinário
A00637,Luís Oliveira,F,2002-03-03,LEM,DEGEIT,2023,Ativo,a00637@ua.pt,Espanha,Ordinário
A00638,Miguel Rocha,F,1991-08-07,LQ,DQ,2023,Ativo,a00638@ua.pt,Portugal,Ordinário
A00639,Sofia Vieira,F,1992-05-17,MTR,DLC,2023,Ativo,a00639@ua.pt,Portugal,Ordinário
A00640,Afonso Rocha,M,1997-01-03,MED,DEP,2023,Concluído,a00640@ua.pt,Portugal,Trabalhador-Estudante
A00641,Carolina Moreira,F,1992-02-01,MED,DEP,2024,Ativo,a00641@ua.pt,Portugal,Trabalhador-Estudante
A00642,Filipa Fernandes,M,1998-02-25,LT,DEGEIT,2024,Ativo,a00642@ua.pt,Portugal,Trabalhador-Estudante
A00643,Beatriz Almeida,M,1990-09-05,MED,DEP,2020,Ativo,a00643@ua.pt,Portugal,Ordinário
A00644,Afonso Pereira,F,2001-05-24,MDS,DETI,2020,Ativo,a00644@ua.pt,Portugal,Ordinário
A00645,Marta Rocha,M,1998-12-28,LMAT,DMAT,2024,Ativo,a00645@ua.pt,Portugal,Ordinário
A00646,Sofia Correia,M,1994-09-02,LGT,DEGEIT,2024,Concluído,a00646@ua.pt,Portugal,Ordinário
A00647,Afonso Correia,F,2004-11-11,LQ,DQ,2020,Ativo,a00647@ua.pt,Brasil,Ordinário
A00648,Rita Sousa,M,2002-06-14,MED,DEP,2020,Concluído,a00648@ua.pt,Espanha,Ordinário
A00649,João Ferreira,M,1997-05-06,LEM,DEGEIT,2025,Ativo,a00649@ua.pt,Portugal,Ordinário
A00650,Carolina Vieira,F,2004-10-27,LEI,DETI,2021,Ativo,a00650@ua.pt,Portugal,Ordinário
A00651,Sofia Gonçalves,M,1996-09-21,LEB,DBIO,2023,Concluído,a00651@ua.pt,Moçambique,Ordinário
A00652,Catarina Santos,F,1996-08-06,MMKT,DEGEIT,2020,Ativo,a00652@ua.pt,Portugal,Ordinário
A00653,Afonso Correia,F,1996-04-30,MDS,DETI,2020,Ativo,a00653@ua.pt,Portugal,Ordinário
A00654,Filipa Costa,M,1998-07-23,MMKT,DEGEIT,2024,Ativo,a00654@ua.pt,Portugal,Ordinário
A00655,Filipa Oliveira,M,1999-05-11,MMKT,DEGEIT,2021,Ativo,a00655@ua.pt,Portugal,Ordinário
A00656,Inês Ferreira,F,2006-03-07,LEI,DETI,2025,Ativo,a00656@ua.pt,Portugal,Ordinário
A00657,Sofia Rocha,M,2003-12-24,MED,DEP,2021,Ativo,a00657@ua.pt,Brasil,Ordinário
A00658,Matilde Martins,F,1999-07-12,LQ,DQ,2019,Ativo,a00658@ua.pt,Portugal,Ordinário
A00659,Tiago Correia,F,1990-11-07,MDS,DETI,2025,Ativo,a00659@ua.pt,Portugal,Ordinário
A00660,Mariana Ferreira,M,2000-06-05,LT,DEGEIT,2025,Ativo,a00660@ua.pt,Portugal,Ordinário
A00661,Catarina Silva,M,2003-10-02,LGT,DEGEIT,2020,Concluído,a00661@ua.pt,Portugal,Ordinário
A00662,Carolina Sousa,M,1999-06-11,MTR,DLC,2023,Desistência,a00662@ua.pt,Portugal,Ordinário
A00663,Tomás Santos,M,1991-05-19,LMAT,DMAT,2024,Ativo,a00663@ua.pt,Portugal,Ordinário
A00664,Maria Jesus,M,2000-11-15,LEI,DETI,2020,Ativo,a00664@ua.pt,Portugal,Ordinário
A00665,Tomás Oliveira,M,1990-04-27,LF,DF,2020,Ativo,a00665@ua.pt,Portugal,Ordinário
A00666,Gonçalo Santos,M,2007-07-21,LPE,DEP,2022,Ativo,a00666@ua.pt,Portugal,Ordinário
A00667,Marta Moreira,F,2001-02-14,LT,DEGEIT,2024,Concluído,a00667@ua.pt,Portugal,Ordinário
A00668,Tiago Santos,F,2004-05-28,MDS,DETI,2022,Ativo,a00668@ua.pt,Portugal,Ordinário
A00669,Filipa Vieira,M,2006-09-26,LMAT,DMAT,2025,Ativo,a00669@ua.pt,Portugal,Ordinário
A00670,Miguel Cardoso,F,1996-06-23,MFIN,DEGEIT,2024,Ativo,a00670@ua.pt,Portugal,Ordinário
A00671,Luís Pereira,M,2003-09-11,MDS,DETI,2022,Ativo,a00671@ua.pt,Portugal,Ordinário
A00672,Filipa Costa,F,2006-06-21,MED,DEP,2021,Ativo,a00672@ua.pt,Portugal,Ordinário
A00673,Tiago Moreira,F,1990-04-08,LEI,DETI,2024,Ativo,a00673@ua.pt,Portugal,Ordinário
A00674,João Neves,F,1990-10-06,LF,DF,2019,Ativo,a00674@ua.pt,Portugal,Ordinário
A00675,Rodrigo Correia,F,1991-12-09,LEM,DEGEIT,2021,Ativo,a00675@ua.pt,Portugal,Ordinário
A00676,Maria Moreira,F,1995-09-07,LEM,DEGEIT,2022,Ativo,a00676@ua.pt,Angola,Ordinário
A00677,Luís Santos,M,1995-10-10,MFIN,DEGEIT,2021,Concluído,a00677@ua.pt,Portugal,Ordinário
A00678,Leonor Rodrigues,M,1995-12-09,MIEEC,DETI,2021,Ativo,a00678@ua.pt,Portugal,Ordinário
A00679,Pedro Neves,F,1993-03-24,MTR,DLC,2025,Concluído,a00679@ua.pt,Portugal,Trabalhador-Estudante
A00680,Matilde Jesus,F,1990-10-13,LF,DF,2020,Ativo,a00680@ua.pt,Portugal,Ordinário
A00681,Filipa Vieira,F,2004-08-23,MTR,DLC,2019,Desistência,a00681@ua.pt,Portugal,Ordinário
A00682,André Ferreira,F,2001-07-24,MMKT,DEGEIT,2025,Ativo,a00682@ua.pt,Portugal,Ordinário
A00683,Beatriz Fernandes,F,2002-09-21,MTR,DLC,2025,Desistência,a00683@ua.pt,Portugal,Ordinário
A00684,Diogo Sousa,M,2001-12-28,LGT,DEGEIT,2023,Ativo,a00684@ua.pt,Portugal,Ordinário
A00685,André Pereira,M,2004-10-26,MIEEC,DETI,2021,Ativo,a00685@ua.pt,Portugal,Ordinário
A00686,Pedro Silva,M,2006-06-29,LGT,DEGEIT,2021,Ativo,a00686@ua.pt,Portugal,Ordinário
A00687,Leonor Rocha,M,1991-06-01,MTR,DLC,2025,Ativo,a00687@ua.pt,Cabo Verde,Ordinário
A00688,Matilde Santos,F,1997-08-11,LEI,DETI,2020,Ativo,a00688@ua.pt,Portugal,Ordinário
A00689,João Oliveira,F,2006-08-15,MED,DEP,2022,Concluído,a00689@ua.pt,Portugal,Ordinário
A00690,Rodrigo Santos,F,2005-09-24,MIEEC,DETI,2021,Ativo,a00690@ua.pt,Angola,Ordinário
A00691,Maria Pereira,M,2003-09-17,LEM,DEGEIT,2021,Concluído,a00691@ua.pt,Portugal,Ordinário
A00692,Matilde Vieira,F,1994-07-19,LQ,DQ,2024,Ativo,a00692@ua.pt,Portugal,Internacional
A00693,Tomás Costa,M,2007-10-16,LT,DEGEIT,2022,Concluído,a00693@ua.pt,Portugal,Ordinário
A00694,Diogo Martins,M,1993-10-08,LT,DEGEIT,2023,Ativo,a00694@ua.pt,Angola,Ordinário
A00695,Leonor Ferreira,M,2007-06-11,LEM,DEGEIT,2021,Ativo,a00695@ua.pt,Portugal,Ordinário
A00696,Pedro Oliveira,M,1999-05-03,LGT,DEGEIT,2025,Ativo,a00696@ua.pt,Portugal,Ordinário
A00697,Afonso Almeida,F,1993-11-30,MFIN,DEGEIT,2020,Ativo,a00697@ua.pt,Portugal,Ordinário
A00698,Pedro Pereira,M,1999-05-24,LMAT,DMAT,2019,Ativo,a00698@ua.pt,Moçambique,Internacional
A00699,Pedro Pereira,F,2000-05-30,MDS,DETI,2021,Ativo,a00699@ua.pt,Portugal,Ordinário
A00700,João Santos,M,1993-12-15,MTR,DLC,2021,Ativo,a00700@ua.pt,Portugal,Ordinário
A00701,Matilde Santos,M,1997-07-01,MFIN,DEGEIT,2024,Ativo,a00701@ua.pt,Angola,Ordinário
A00702,Marta Moreira,M,2001-07-20,LEI,DETI,2020,Ativo,a00702@ua.pt,Portugal,Ordinário
A00703,Tiago Martins,M,1995-02-28,LEB,DBIO,2020,Ativo,a00703@ua.pt,Portugal,Ordinário
A00704,João Monteiro,F,1991-08-26,MMKT,DEGEIT,2024,Ativo,a00704@ua.pt,Portugal,Trabalhador-Estudante
A00705,Matilde Rodrigues,F,1998-09-09,MED,DEP,2023,Ativo,a00705@ua.pt,Portugal,Internacional
A00706,João Jesus,M,1992-11-08,LEB,DBIO,2020,Ativo,a00706@ua.pt,Portugal,Ordinário
A00707,Carolina Neves,M,1993-11-03,MED,DEP,2023,Ativo,a00707@ua.pt,Portugal,Ordinário
A00708,Leonor Rodrigues,F,1991-12-10,LPE,DEP,2024,Concluído,a00708@ua.pt,Portugal,Ordinário
A00709,Marta Martins,F,2006-05-17,LF,DF,2024,Ativo,a00709@ua.pt,Portugal,Ordinário
A00710,Leonor Cardoso,F,1999-05-16,LT,DEGEIT,2020,Ativo,a00710@ua.pt,Portugal,Ordinário
A00711,Catarina Silva,F,2000-02-24,MTR,DLC,2025,Ativo,a00711@ua.pt,Portugal,Ordinário
A00712,Maria Silva,F,1998-01-15,LEB,DBIO,2022,Ativo,a00712@ua.pt,Portugal,Ordinário
A00713,Afonso Vieira,F,2000-03-15,MED,DEP,2024,Concluído,a00713@ua.pt,Portugal,Ordinário
A00714,Afonso Fernandes,F,2004-01-26,MED,DEP,2020,Ativo,a00714@ua.pt,Portugal,Ordinário
A00715,Miguel Santos,F,2007-09-01,LF,DF,2020,Ativo,a00715@ua.pt,Portugal,Trabalhador-Estudante
A00716,Mariana Santos,F,1992-06-28,MDS,DETI,2023,Ativo,a00716@ua.pt,Portugal,Ordinário
A00717,Tiago Almeida,F,1993-02-07,LGT,DEGEIT,2023,Ativo,a00717@ua.pt,Portugal,Ordinário
A00718,Gonçalo Monteiro,F,1997-03-10,LEB,DBIO,2023,Concluído,a00718@ua.pt,Portugal,Ordinário
A00719,Tiago Almeida,M,2000-11-27,MDS,DETI,2025,Ativo,a00719@ua.pt,Portugal,Ordinário
A00720,Afonso Ferreira,M,2003-12-05,LMAT,DMAT,2023,Concluído,a00720@ua.pt,Portugal,Trabalhador-Estudante
A00721,Maria Pereira,F,1998-10-06,LGT,DEGEIT,2021,Ativo,a00721@ua.pt,Portugal,Ordinário
A00722,Rodrigo Silva,M,1993-05-17,LT,DEGEIT,2021,Ativo,a00722@ua.pt,Portugal,Internacional
A00723,Rodrigo Silva,M,1997-10-11,LT,DEGEIT,2024,Ativo,a00723@ua.pt,Portugal,Ordinário
A00724,Miguel Almeida,M,1999-03-27,LQ,DQ,2023,Ativo,a00724@ua.pt,Portugal,Ordinário
A00725,Carolina Costa,M,1996-10-27,MED,DEP,2021,Concluído,a00725@ua.pt,Portugal,Ordinário
A00726,Carolina Moreira,M,2007-04-07,MDS,DETI,2020,Ativo,a00726@ua.pt,Espanha,Ordinário
A00727,Afonso Oliveira,M,1994-02-02,LPE,DEP,2021,Concluído,a00727@ua.pt,Portugal,Ordinário
A00728,Pedro Rocha,F,1999-11-21,MEC,DETI,2022,Ativo,a00728@ua.pt,Portugal,Ordinário
A00729,Rita Rocha,F,1998-05-13,MDS,DETI,2024,Ativo,a00729@ua.pt,Portugal,Trabalhador-Estudante
A00730,Miguel Oliveira,M,2007-03-28,MMKT,DEGEIT,2021,Desistência,a00730@ua.pt,Portugal,Ordinário
A00731,Tomás Oliveira,M,2000-08-18,MEC,DETI,2022,Desistência,a00731@ua.pt,Portugal,Ordinário
A00732,João Oliveira,M,2005-06-16,MED,DEP,2020,Ativo,a00732@ua.pt,Portugal,Ordinário
A00733,Maria Fernandes,M,2003-11-07,LEI,DETI,2022,Ativo,a00733@ua.pt,Portugal,Ordinário
A00734,Diogo Ferreira,M,1994-05-23,LQ,DQ,2019,Ativo,a00734@ua.pt,Cabo Verde,Ordinário
A00735,Filipa Gonçalves,M,2003-07-13,MTR,DLC,2025,Desistência,a00735@ua.pt,Portugal,Ordinário
A00736,Beatriz Gonçalves,M,1998-08-30,MFIN,DEGEIT,2023,Ativo,a00736@ua.pt,Portugal,Ordinário
A00737,Sofia Moreira,F,2006-04-29,LGT,DEGEIT,2024,Ativo,a00737@ua.pt,Portugal,Ordinário
A00738,Carolina Almeida,M,1993-02-17,MFIN,DEGEIT,2020,Ativo,a00738@ua.pt,Moçambique,Ordinário
A00739,Sofia Jesus,F,2003-04-01,MEC,DETI,2023,Ativo,a00739@ua.pt,Portugal,Ordinário
A00740,Leonor Santos,F,1994-03-04,LT,DEGEIT,2023,Ativo,a00740@ua.pt,Brasil,Ordinário
A00741,Ana Oliveira,M,2002-07-18,LMAT,DMAT,2024,Ativo,a00741@ua.pt,Portugal,Internacional
A00742,Leonor Martins,F,2004-08-31,MTR,DLC,2022,Ativo,a00742@ua.pt,Portugal,Ordinário
A00743,Tomás Monteiro,F,2003-06-08,MTR,DLC,2023,Ativo,a00743@ua.pt,Brasil,Ordinário
A00744,Ana Jesus,F,1998-05-16,MTR,DLC,2025,Ativo,a00744@ua.pt,Portugal,Ordinário
A00745,João Jesus,M,2005-07-20,MEC,DETI,2021,Ativo,a00745@ua.pt,Portugal,Ordinário
A00746,Maria Cardoso,F,1996-07-02,MDS,DETI,2022,Ativo,a00746@ua.pt,Portugal,Ordinário
A00747,Filipa Sousa,F,2002-03-13,LEM,DEGEIT,2023,Concluído,a00747@ua.pt,Portugal,Ordinário
A00748,Ana Oliveira,F,2001-12-26,MDS,DETI,2023,Concluído,a00748@ua.pt,Portugal,Ordinário
A00749,Inês Cardoso,M,1997-08-19,MTR,DLC,2021,Ativo,a00749@ua.pt,Portugal,Ordinário
A00750,Inês Silva,M,2000-04-30,LEM,DEGEIT,2020,Ativo,a00750@ua.pt,Portugal,Ordinário
A00751,Miguel Costa,F,1999-11-30,MDS,DETI,2025,Concluído,a00751@ua.pt,Portugal,Ordinário
A00752,Carolina Oliveira,F,1992-11-20,LEM,DEGEIT,2021,Ativo,a00752@ua.pt,Portugal,Internacional
A00753,Sofia Santos,F,1991-09-29,MFIN,DEGEIT,2019,Concluído,a00753@ua.pt,Portugal,Ordinário
A00754,Carolina Silva,M,1992-09-01,MIEEC,DETI,2022,Ativo,a00754@ua.pt,Portugal,Ordinário
A00755,Inês Jesus,F,1994-02-22,LEB,DBIO,2023,Ativo,a00755@ua.pt,Espanha,Ordinário
A00756,Tomás Silva,F,2001-04-29,LPE,DEP,2020,Ativo,a00756@ua.pt,Portugal,Ordinário
A00757,Matilde Pereira,F,2006-11-29,LMAT,DMAT,2025,Ativo,a00757@ua.pt,Angola,Trabalhador-Estudante
A00758,Tiago Costa,M,2005-08-29,MTR,DLC,2021,Ativo,a00758@ua.pt,Brasil,Internacional
A00759,Miguel Pereira,F,2001-07-14,MFIN,DEGEIT,2022,Ativo,a00759@ua.pt,Portugal,Ordinário
A00760,João Ferreira,M,2005-10-22,MTR,DLC,2022,Ativo,a00760@ua.pt,Portugal,Ordinário
A00761,Diogo Martins,M,2003-06-20,LMAT,DMAT,2023,Ativo,a00761@ua.pt,Portugal,Ordinário
A00762,Beatriz Costa,F,1991-07-25,MFIN,DEGEIT,2024,Desistência,a00762@ua.pt,Portugal,Ordinário
A00763,Maria Pereira,M,1999-10-29,LEM,DEGEIT,2025,Ativo,a00763@ua.pt,Portugal,Ordinário
A00764,Miguel Rodrigues,F,1991-06-15,LEM,DEGEIT,2023,Desistência,a00764@ua.pt,Portugal,Internacional
A00765,Afonso Correia,F,1999-07-12,LEM,DEGEIT,2025,Ativo,a00765@ua.pt,Portugal,Ordinário
A00766,Gonçalo Jesus,M,2000-09-02,MMKT,DEGEIT,2024,Desistência,a00766@ua.pt,Portugal,Ordinário
A00767,Inês Silva,M,2000-12-22,LEM,DEGEIT,2025,Ativo,a00767@ua.pt,Portugal,Ordinário
A00768,André Neves,M,2005-03-18,LGT,DEGEIT,2019,Desistência,a00768@ua.pt,Portugal,Ordinário
A00769,Diogo Rodrigues,F,2004-10-29,LEM,DEGEIT,2025,Concluído,a00769@ua.pt,Portugal,Ordinário
A00770,João Monteiro,M,2002-02-15,LF,DF,2019,Desistência,a00770@ua.pt,Brasil,Ordinário
A00771,João Costa,M,1998-06-10,MED,DEP,2024,Ativo,a00771@ua.pt,Portugal,Ordinário
A00772,Afonso Vieira,F,2001-01-09,LMAT,DMAT,2024,Ativo,a00772@ua.pt,Portugal,Ordinário
A00773,André Jesus,M,2000-09-03,MTR,DLC,2021,Ativo,a00773@ua.pt,Portugal,Internacional
A00774,João Oliveira,M,1997-03-10,MDS,DETI,2020,Ativo,a00774@ua.pt,Brasil,Ordinário
A00775,Beatriz Monteiro,M,1998-07-15,LEI,DETI,2020,Ativo,a00775@ua.pt,Portugal,Ordinário
A00776,Afonso Ferreira,F,2004-07-15,LQ,DQ,2023,Ativo,a00776@ua.pt,Brasil,Ordinário
A00777,Filipa Monteiro,F,2002-01-28,LPE,DEP,2023,Ativo,a00777@ua.pt,Portugal,Trabalhador-Estudante
A00778,Miguel Vieira,F,2005-08-11,LF,DF,2024,Ativo,a00778@ua.pt,Portugal,Ordinário
A00779,Gonçalo Fernandes,M,1992-03-30,LEM,DEGEIT,2021,Ativo,a00779@ua.pt,Portugal,Ordinário
A00780,Catarina Rodrigues,F,2001-02-23,MFIN,DEGEIT,2020,Concluído,a00780@ua.pt,Portugal,Ordinário
A00781,Tomás Pereira,F,2004-01-04,MMKT,DEGEIT,2020,Ativo,a00781@ua.pt,Portugal,Ordinário
A00782,Rodrigo Sousa,M,1994-09-15,MTR,DLC,2023,Concluído,a00782@ua.pt,Portugal,Ordinário
A00783,Gonçalo Moreira,F,1999-04-18,MEC,DETI,2024,Ativo,a00783@ua.pt,Portugal,Ordinário
A00784,Matilde Moreira,F,2002-12-09,LEI,DETI,2025,Ativo,a00784@ua.pt,Portugal,Ordinário
A00785,Inês Martins,F,2001-09-18,MFIN,DEGEIT,2021,Ativo,a00785@ua.pt,Portugal,Ordinário
A00786,Maria Rodrigues,M,1999-03-15,LMAT,DMAT,2023,Concluído,a00786@ua.pt,Brasil,Ordinário
A00787,Tiago Oliveira,F,1995-10-02,LMAT,DMAT,2022,Ativo,a00787@ua.pt,Portugal,Ordinário
A00788,João Rodrigues,M,2000-11-20,LMAT,DMAT,2024,Ativo,a00788@ua.pt,Portugal,Ordinário
A00789,João Almeida,M,2004-10-09,LF,DF,2021,Ativo,a00789@ua.pt,Portugal,Ordinário
A00790,Sofia Gonçalves,M,2003-06-30,LGT,DEGEIT,2023,Concluído,a00790@ua.pt,Portugal,Trabalhador-Estudante
A00791,Gonçalo Pereira,F,1995-04-18,MMKT,DEGEIT,2020,Ativo,a00791@ua.pt,Portugal,Ordinário
A00792,Miguel Fernandes,M,1992-01-10,LF,DF,2022,Ativo,a00792@ua.pt,Brasil,Ordinário
A00793,Pedro Jesus,M,1994-11-21,LQ,DQ,2021,Ativo,a00793@ua.pt,Portugal,Ordinário
A00794,Tiago Fernandes,M,2001-12-19,MIEEC,DETI,2023,Ativo,a00794@ua.pt,Portugal,Ordinário
A00795,Afonso Gonçalves,M,2007-08-04,LQ,DQ,2021,Ativo,a00795@ua.pt,Brasil,Ordinário
A00796,André Sousa,F,2005-06-29,MIEEC,DETI,2022,Ativo,a00796@ua.pt,Portugal,Ordinário
A00797,André Jesus,F,1999-12-04,LEM,DEGEIT,2024,Ativo,a00797@ua.pt,Portugal,Trabalhador-Estudante
A00798,Rodrigo Fernandes,M,1994-09-20,LQ,DQ,2021,Concluído,a00798@ua.pt,Brasil,Ordinário
A00799,Leonor Almeida,F,1996-02-23,MFIN,DEGEIT,2020,Concluído,a00799@ua.pt,Portugal,Trabalhador-Estudante
A00800,Gonçalo Ferreira,M,1992-04-02,MEC,DETI,2021,Ativo,a00800@ua.pt,Portugal,Ordinário
A00801,Rodrigo Costa,M,2005-08-05,MEC,DETI,2019,Concluído,a00801@ua.pt,Portugal,Ordinário
A00802,Miguel Correia,F,1998-12-27,LT,DEGEIT,2021,Ativo,a00802@ua.pt,Portugal,Ordinário
A00803,Matilde Oliveira,M,2007-10-12,LT,DEGEIT,2023,Ativo,a00803@ua.pt,Portugal,Ordinário
A00804,Rita Vieira,M,1994-06-16,MEC,DETI,2020,Ativo,a00804@ua.pt,Brasil,Trabalhador-Estudante
A00805,Diogo Rodrigues,F,1990-07-08,LQ,DQ,2022,Concluído,a00805@ua.pt,Portugal,Ordinário
A00806,Inês Ferreira,M,2003-11-11,MIEEC,DETI,2024,Ativo,a00806@ua.pt,Espanha,Ordinário
